p_noise,trace_witness,label,round,hamiltonian
0.5349302291870117,2.9193869119370497e-07,-1,44,H5
0.5349297523498535,-2.171836703354635e-06,1,44,H5
0.0,-2.5353352044065143,1,48,H5
0.5,0.04962290464107366,-1,48,H5
0.25,-1.2428561498827202,1,48,H5
0.375,-0.5966166226208233,1,48,H5
0.4375,-0.27349685898987475,1,48,H5
0.46875,-0.11193697717440074,1,48,H5
0.484375,-0.031157036266663718,1,48,H5
0.4921875,0.009232934187205055,-1,48,H5
0.48828125,-0.010962051039729248,1,48,H5
0.490234375,-0.0008645584262619299,1,48,H5
0.4912109375,0.004184187880471563,-1,48,H5
0.49072265625,0.001659814727104525,-1,48,H5
0.490478515625,0.000397628150421353,-1,48,H5
0.4903564453125,-0.0002334651379206354,1,48,H5
0.49041748046875,8.20815062502478e-05,-1,48,H5
0.490386962890625,-7.5691815834944e-05,1,48,H5
0.4904022216796875,3.1948452077212863e-06,-1,48,H5
0.49039459228515625,-3.6248485313611356e-05,1,48,H5
0.4903984069824219,-1.6526820052820135e-05,1,48,H5
0.4904003143310547,-6.6659874226604465e-06,1,48,H5
0.4904012680053711,-1.7355711076638691e-06,1,48,H5
0.4904017448425293,7.296370501674865e-07,-1,48,H5
0.0,-1.4535469110577535,1,52,H5
0.5,1.1440543482425325,-1,52,H5
0.25,-0.15474628140761076,1,52,H5
0.375,0.494654033417461,-1,52,H5
0.3125,0.1699538760049252,-1,52,H5
0.28125,0.007603797298657455,-1,52,H5
0.265625,-0.07357124205447635,1,52,H5
0.2734375,-0.032983722377909336,1,52,H5
0.27734375,-0.012689962539626065,1,52,H5
0.279296875,-0.0025430826204843326,1,52,H5
0.2802734375,0.0025303573390865197,-1,52,H5
0.27978515625,-6.36264069886483e-06,1,52,H5
0.280029296875,0.0012619973491938274,-1,52,H5
0.2799072265625,0.0006278173542476617,-1,52,H5
0.27984619140625,0.0003107273567743152,-1,52,H5
0.279815673828125,0.00015218235803765578,-1,52,H5
0.2798004150390625,7.290985866931221e-05,-1,52,H5
0.27979278564453125,3.327360898533471e-05,-1,52,H5
0.2797889709472656,1.345548414305453e-05,-1,52,H5
0.2797870635986328,3.546421722178117e-06,-1,52,H5
0.2797861099243164,-1.4081094882045786e-06,1,52,H5
0.2797865867614746,1.0691561167786023e-06,-1,52,H5
0.0,-2.071814181619476,1,56,H5
0.5,0.5178182402575748,-1,56,H5
0.25,-0.7769979706809506,1,56,H5
0.375,-0.12958986521168772,1,56,H5
0.4375,0.19411418752294357,-1,56,H5
0.40625,0.03226216115562819,-1,56,H5
0.390625,-0.04866385202803013,1,56,H5
0.3984375,-0.008200845436201143,1,56,H5
0.40234375,0.01203065785971337,-1,56,H5
0.400390625,0.0019149062117562732,-1,56,H5
0.3994140625,-0.003142969612222324,1,56,H5
0.39990234375,-0.0006140317002330808,1,56,H5
0.400146484375,0.0006504372557617488,-1,56,H5
0.4000244140625,1.8202777764153577e-05,-1,56,H5
0.39996337890625,-0.00029791446123446363,1,56,H5
0.399993896484375,-0.0001398558417348289,1,56,H5
0.4000091552734375,-6.08265319854695e-05,1,56,H5
0.40001678466796875,-2.131187711054694e-05,1,56,H5
0.4000205993652344,-1.5545496729885144e-06,1,56,H5
0.4000225067138672,8.324114045499265e-06,-1,56,H5
0.4000215530395508,3.384782186394153e-06,-1,56,H5
0.4000210762023926,9.151162566611859e-07,-1,56,H5
0.0,-2.2310883812005766,1,60,H5
0.5,0.3565793582016426,-1,60,H5
0.25,-0.9372545114994668,1,60,H5
0.375,-0.29033757664891213,1,60,H5
0.4375,0.03312089077636541,-1,60,H5
0.40625,-0.1286083429362734,1,60,H5
0.421875,-0.04774372607995386,1,60,H5
0.4296875,-0.007311417651794133,1,60,H5
0.43359375,0.012904736562285475,-1,60,H5
0.431640625,0.0027966594552454455,-1,60,H5
0.4306640625,-0.002257379098274462,1,60,H5
0.43115234375,0.0002696401784856445,-1,60,H5
0.430908203125,-0.0009938694598945474,1,60,H5
0.4310302734375,-0.0003621146407045417,1,60,H5
0.43109130859375,-4.6237231109386157e-05,1,60,H5
0.431121826171875,0.00011170147368816385,-1,60,H5
0.4311065673828125,3.273212128926395e-05,-1,60,H5
0.43109893798828125,-6.7525549100749815e-06,1,60,H5
0.4311027526855469,1.2989783189421011e-05,-1,60,H5
0.43110084533691406,3.1186141399644485e-06,-1,60,H5
0.43109989166259766,-1.816970384926897e-06,1,60,H5
0.43110036849975586,6.508218772585672e-07,-1,60,H5
0.0,-2.167191306748648,1,64,H5
0.5,0.4340413294851815,-1,64,H5
0.25,-0.8665749886317333,1,64,H5
0.375,-0.21626682957327603,1,64,H5
0.4375,0.10888724995595234,-1,64,H5
0.40625,-0.05368978980866168,1,64,H5
0.421875,0.02759873007364555,-1,64,H5
0.4140625,-0.013045529867507732,1,64,H5
0.41796875,0.007276600103068964,-1,64,H5
0.416015625,-0.002884464882219495,1,64,H5
0.4169921875,0.002196067610424568,-1,64,H5
0.41650390625,-0.0003441986358976301,1,64,H5
0.416748046875,0.0009259344872634134,-1,64,H5
0.4166259765625,0.00029086792568289166,-1,64,H5
0.41656494140625,-2.6665355107313715e-05,1,64,H5
0.416595458984375,0.00013210128528751142,-1,64,H5
0.4165802001953125,5.2717965090320895e-05,-1,64,H5
0.41657257080078125,1.3026304991448079e-05,-1,64,H5
0.4165687561035156,-6.819525057877307e-06,1,64,H5
0.41657066345214844,3.1033899668964082e-06,-1,64,H5
0.41656970977783203,-1.858067545712494e-06,1,64,H5
0.41657018661499023,6.226612108140017e-07,-1,64,H5
0.0,-2.766485721150825,1,68,H5
0.5,-0.17014399155024973,1,68,H5
0.75,1.1280268732500383,-1,68,H5
0.625,0.4789414408498943,-1,68,H5
0.5625,0.15439872464982218,-1,68,H5
0.53125,-0.007872633450213745,1,68,H5
0.546875,0.07326304559980411,-1,68,H5
0.5390625,0.03269520607479537,-1,68,H5
0.53515625,0.012411286312290729,-1,68,H5
0.533203125,0.0022693264310386374,-1,68,H5
0.5322265625,-0.0028016535095878453,1,68,H5
0.53271484375,-0.0002661635392743264,1,68,H5
0.532958984375,0.0010015814458818606,-1,68,H5
0.5328369140625,0.0003677089533036665,-1,68,H5
0.53277587890625,5.0772707014659635e-05,-1,68,H5
0.532745361328125,-0.0001076954161300242,1,68,H5
0.5327606201171875,-2.8461354557605956e-05,1,68,H5
0.5327682495117188,1.1155676228689904e-05,-1,68,H5
0.5327644348144531,-8.652839164652315e-06,1,68,H5
0.5327663421630859,1.2514185319667526e-06,-1,68,H5
0.5327653884887695,-3.700710316169309e-06,1,68,H5
0.5327658653259277,-1.2246458922227088e-06,1,68,H5
0.0,-2.7569071754022643,1,72,H5
0.5,-0.1656596691060963,1,72,H5
0.75,1.1299640840419873,-1,72,H5
0.625,0.4821522074679456,-1,72,H5
0.5625,0.1582462691809246,-1,72,H5
0.53125,-0.0037066999625858243,1,72,H5
0.546875,0.07726978460916942,-1,72,H5
0.5390625,0.03678154232329167,-1,72,H5
0.53515625,0.016537421180352924,-1,72,H5
0.533203125,0.006415360608883508,-1,72,H5
0.5322265625,0.001354330323148717,-1,72,H5
0.53173828125,-0.0011761848197185953,1,72,H5
0.531982421875,8.907275171504692e-05,-1,72,H5
0.5318603515625,-0.0005435560340017187,1,72,H5
0.53192138671875,-0.00022724164114318324,1,72,H5
0.531951904296875,-6.90844447140404e-05,1,72,H5
0.5319671630859375,9.994153500586522e-06,-1,72,H5
0.5319595336914062,-2.9545145606824086e-05,1,72,H5
0.5319633483886719,-9.775496053049393e-06,1,72,H5
0.5319652557373047,1.0932872374080915e-07,-1,72,H5
0.5319643020629883,-4.833083664640414e-06,1,72,H5
0.5319647789001465,-2.3618774704359247e-06,1,72,H5
0.0,-2.7251930698379683,1,76,H5
0.5,-0.11575014903530209,1,76,H5
0.75,1.1889713113660307,-1,76,H5
0.625,0.5366105811653644,-1,76,H5
0.5625,0.21043021606503126,-1,76,H5
0.53125,0.047340033514864654,-1,76,H5
0.515625,-0.03420505776021873,1,76,H5
0.5234375,0.0065674878773228085,-1,76,H5
0.51953125,-0.013818784941447879,1,76,H5
0.521484375,-0.0036256485320625836,1,76,H5
0.5224609375,0.0014709196726302443,-1,76,H5
0.52197265625,-0.0010773644297160517,1,76,H5
0.522216796875,0.0001967776214572281,-1,76,H5
0.5220947265625,-0.0004402934041295853,1,76,H5
0.52215576171875,-0.00012175789133603288,1,76,H5
0.522186279296875,3.7509865060403325e-05,-1,76,H5
0.5221710205078125,-4.212401313796743e-05,1,76,H5
0.5221786499023438,-2.3070740389069533e-06,1,76,H5
0.5221824645996094,1.7601395510741247e-05,-1,76,H5
0.5221805572509766,7.647160735854697e-06,-1,76,H5
0.5221796035766602,2.6700433484183606e-06,-1,76,H5
0.522179126739502,1.8148465495693156e-07,-1,76,H5
0.0,-2.6186780122735436,1,80,H5
0.5,-0.016424386131367708,1,80,H5
0.75,1.28470242693972,-1,80,H5
0.625,0.6341390204041761,-1,80,H5
0.5625,0.3088573171364042,-1,80,H5
0.53125,0.1462164655025183,-1,80,H5
0.515625,0.06489603968557506,-1,80,H5
0.5078125,0.024235826777103675,-1,80,H5
0.50390625,0.0039057203228679283,-1,80,H5
0.501953125,-0.006259332904249959,1,80,H5
0.5029296875,-0.001176806290691168,1,80,H5
0.50341796875,0.001364457016088616,-1,80,H5
0.503173828125,9.382536269880726e-05,-1,80,H5
0.5030517578125,-0.0005414904639962637,1,80,H5
0.50311279296875,-0.0002238325506486727,1,80,H5
0.503143310546875,-6.50035939748772e-05,1,80,H5
0.5031585693359375,1.4410884361909515e-05,-1,80,H5
0.5031509399414062,-2.5296354806497723e-05,1,80,H5
0.5031547546386719,-5.4427352225161485e-06,1,80,H5
0.5031566619873047,4.484074569793828e-06,-1,80,H5
0.5031557083129883,-4.793303262085047e-07,1,80,H5
0.5031561851501465,2.002372121751028e-06,-1,80,H5
0.0,-2.3166461846638224,1,84,H5
0.5,0.26712697229921034,-1,84,H5
0.25,-1.0247596061823063,1,84,H5
0.375,-0.37881631694154805,1,84,H5
0.4375,-0.0558446723211688,1,84,H5
0.46875,0.10564114998902077,-1,84,H5
0.453125,0.024898238833926056,-1,84,H5
0.4453125,-0.015473216743621343,1,84,H5
0.44921875,0.004712511045152357,-1,84,H5
0.447265625,-0.005380352849234771,1,84,H5
0.4482421875,-0.00033392090204120706,1,84,H5
0.44873046875,0.002189295071555325,-1,84,H5
0.448486328125,0.0009276870847571284,-1,84,H5
0.4483642578125,0.0002968830913577525,-1,84,H5
0.44830322265625,-1.8518905341491365e-05,1,84,H5
0.448333740234375,0.00013918209300833873,-1,84,H5
0.4483184814453125,6.033159383336817e-05,-1,84,H5
0.44831085205078125,2.090634424575799e-05,-1,84,H5
0.4483070373535156,1.1937194522027017e-06,-1,84,H5
0.4483051300048828,-8.662592944741476e-06,1,84,H5
0.4483060836791992,-3.734436746560821e-06,1,84,H5
0.4483065605163574,-1.2703586469986483e-06,1,84,H5
0.0,-2.443918492717091,1,88,H5
0.5,0.1654647553048757,-1,88,H5
0.25,-1.1392268687061076,1,88,H5
0.375,-0.4868810567006162,1,88,H5
0.4375,-0.1607081506978701,1,88,H5
0.46875,0.0023783023035028467,-1,88,H5
0.453125,-0.07916492419718366,1,88,H5
0.4609375,-0.03839331094684023,1,88,H5
0.46484375,-0.018007504321668644,1,88,H5
0.466796875,-0.00781460100908285,1,88,H5
0.4677734375,-0.0027181493527898837,1,88,H5
0.46826171875,-0.00016992352464395566,1,88,H5
0.468505859375,0.001104189389429397,-1,88,H5
0.4683837890625,0.00046713293239331044,-1,88,H5
0.46832275390625,0.00014860470387474678,-1,88,H5
0.468292236328125,-1.065941038441709e-05,1,88,H5
0.4683074951171875,6.897264674524117e-05,-1,88,H5
0.46829986572265625,2.9156618180384286e-05,-1,88,H5
0.4682960510253906,9.248603897879515e-06,-1,88,H5
0.4682941436767578,-7.054032433034818e-07,1,88,H5
0.4682950973510742,4.271600327412917e-06,-1,88,H5
0.468294620513916,1.7830985419159395e-06,-1,88,H5
0.0,-1.8974484660268902,1,92,H5
0.5,0.6951485866567111,-1,92,H5
0.25,-0.6011499396850893,1,92,H5
0.375,0.04699932348581032,-1,92,H5
0.3125,-0.27707530809963954,1,92,H5
0.34375,-0.11503799230691433,1,92,H5
0.359375,-0.03401933441055205,1,92,H5
0.3671875,0.006489994537629384,-1,92,H5
0.36328125,-0.013764669936461194,1,92,H5
0.365234375,-0.0036373376994156548,1,92,H5
0.3662109375,0.0014263284191066705,-1,92,H5
0.36572265625,-0.001105504640154631,1,92,H5
0.365966796875,0.00016041188947618634,-1,92,H5
0.3658447265625,-0.00047254637533916677,1,92,H5
0.36590576171875,-0.0001560672429313792,1,92,H5
0.365936279296875,2.1723232724868424e-06,-1,92,H5
0.3659210205078125,-7.694745982977924e-05,1,92,H5
0.36592864990234375,-3.7387568278868244e-05,1,92,H5
0.3659324645996094,-1.7607622502968656e-05,1,92,H5
0.3659343719482422,-7.717649615379685e-06,1,92,H5
0.3659353256225586,-2.7726631715019323e-06,1,92,H5
0.3659358024597168,-3.00169949896123e-07,1,92,H5
0.0,-1.880958789160777,1,96,H5
0.5,0.6975104938738393,-1,96,H5
0.25,-0.5917241476434686,1,96,H5
0.375,0.05289317311518538,-1,96,H5
0.3125,-0.2694154872641418,1,96,H5
0.34375,-0.10826115707447814,1,96,H5
0.359375,-0.02768399197964655,1,96,H5
0.3671875,0.012604590567769552,-1,96,H5
0.36328125,-0.007539700705938512,1,96,H5
0.365234375,0.002532444930915395,-1,96,H5
0.3642578125,-0.0025036278875114892,1,96,H5
0.36474609375,1.4408521701952948e-05,-1,96,H5
0.364501953125,-0.0012446096829049902,1,96,H5
0.3646240234375,-0.0006151005806015741,1,96,H5
0.36468505859375,-0.00030034602944983835,1,96,H5
0.364715576171875,-0.0001429687538738178,1,96,H5
0.3647308349609375,-6.428011608586304e-05,1,96,H5
0.36473846435546875,-2.4935797192010556e-05,1,96,H5
0.3647422790527344,-5.263637745250849e-06,1,96,H5
0.3647441864013672,4.5724419785453385e-06,-1,96,H5
0.3647432327270508,-3.4559788308907713e-07,1,96,H5
0.364743709564209,2.1134220476726195e-06,-1,96,H5
0.0,-2.6088372969373204,1,100,H5
0.5,-0.04192299690453834,1,100,H5
0.75,1.2415341531118527,-1,100,H5
0.625,0.5998055781036572,-1,100,H5
0.5625,0.2789412905995594,-1,100,H5
0.53125,0.11850914684751063,-1,100,H5
0.515625,0.038293074971486374,-1,100,H5
0.5078125,-0.0018149609665260025,1,100,H5
0.51171875,0.0182390570024802,-1,100,H5
0.509765625,0.008212048017977064,-1,100,H5
0.5087890625,0.003198543525725517,-1,100,H5
0.50830078125,0.0006917912795997017,-1,100,H5
0.508056640625,-0.0005615848434630949,1,100,H5
0.5081787109375,6.510321806811603e-05,-1,100,H5
0.50811767578125,-0.00024824081269753107,1,100,H5
0.508148193359375,-9.156879731458956e-05,1,100,H5
0.5081634521484375,-1.3232789623243701e-05,1,100,H5
0.5081710815429688,2.5935214222477798e-05,-1,100,H5
0.5081672668457031,6.351212299707254e-06,-1,100,H5
0.5081653594970703,-3.440788661629446e-06,1,100,H5
0.5081663131713867,1.4552118189348207e-06,-1,100,H5
0.5081658363342285,-9.927884213334348e-07,1,100,H5
0.0,-2.326763677399229,1,104,H5
0.5,0.21914127602618638,-1,104,H5
0.25,-1.0538112006865212,1,104,H5
0.375,-0.4173349623301672,1,104,H5
0.4375,-0.09909684315199023,1,104,H5
0.46875,0.060022216437097986,-1,104,H5
0.453125,-0.01953731335744622,1,104,H5
0.4609375,0.020242451539826053,-1,104,H5
0.45703125,0.0003525690911898305,-1,104,H5
0.455078125,-0.009592372133128226,1,104,H5
0.4560546875,-0.0046199015209691455,1,104,H5
0.45654296875,-0.0021336662148894736,1,104,H5
0.456787109375,-0.0008905485618497938,1,104,H5
0.4569091796875,-0.00026898973532994003,1,104,H5
