p_noise,trace_witness,label,round
0.0,-1.8729389528590659,1,4
0.5,1.1075488048334239,-1,4
0.25,-0.3826950740128213,1,4
0.375,0.3624268654103012,-1,4
0.3125,-0.010134104301259605,1,4
0.34375,0.1761463805545207,-1,4
0.328125,0.08300613812663032,-1,4
0.3203125,0.03643601691268544,-1,4
0.31640625,0.013150956305712669,-1,4
0.314453125,0.001508426002226504,-1,4
0.3134765625,-0.004312839149516634,1,4
0.31396484375,-0.0014022065736450928,1,4
0.314208984375,5.3109714290400234e-05,-1,4
0.3140869140625,-0.0006745484296771243,1,4
0.31414794921875,-0.00031071935769327874,1,4
0.314178466796875,-0.00012880482170130048,1,4
0.3141937255859375,-3.784755370528359e-05,1,4
0.31420135498046875,7.631080292336279e-06,-1,4
0.3141975402832031,-1.5108236706085076e-05,1,4
0.31419944763183594,-3.7385782070131768e-06,1,4
0.31420040130615234,1.9462510428280844e-06,-1,4
0.31419992446899414,-8.961635818982572e-07,1,4
0.0,-1.9396704930079247,1,8
0.5,1.0410201926753297,-1,8
0.25,-0.4493251501662975,1,8
0.375,0.2958475212545161,-1,8
0.3125,-0.07673881445589048,1,8
0.34375,0.10955435339931258,-1,8
0.328125,0.016407769471711103,-1,8
0.3203125,-0.03016552249208987,1,8
0.32421875,-0.0068788765101896465,1,8
0.326171875,0.0047644464807608256,-1,8
0.3251953125,-0.00105721501471423,1,8
0.32568359375,0.0018536157330232284,-1,8
0.325439453125,0.00039820035915419383,-1,8
0.3253173828125,-0.00032950732777980996,1,8
0.32537841796875,3.4346515687067036e-05,-1,8
0.325347900390625,-0.00014758040604642697,1,8
0.3253631591796875,-5.6616945179749356e-05,1,8
0.32537078857421875,-1.1135214746132993e-05,1,8
0.3253746032714844,1.1605650470647433e-05,-1,8
0.32537269592285156,2.3521786224334207e-07,-1,8
0.32537174224853516,-5.4499984418199254e-06,1,8
0.32537221908569336,-2.6073902897882917e-06,1,8
0.0,-1.8159153340696466,1,12
0.5,1.164968764275384,-1,12
0.25,-0.3254732848971312,1,12
0.375,0.4197477396891264,-1,12
0.3125,0.047137227395997724,-1,12
0.28125,-0.13916802875056672,1,12
0.296875,-0.04601540067728467,1,12
0.3046875,0.0005609133593564575,-1,12
0.30078125,-0.022727243658964058,1,12
0.302734375,-0.011083165149803759,1,12
0.3037109375,-0.005261125895223706,1,12
0.30419921875,-0.002350106267933562,1,12
0.304443359375,-0.0008945964542886181,1,12
0.3045654296875,-0.00016684154746605256,1,12
0.30462646484375,0.00019703590594523368,-1,12
0.304595947265625,1.5097179239725866e-05,-1,12
0.3045806884765625,-7.587218411320151e-05,1,12
0.30458831787109375,-3.0387502436855784e-05,1,12
0.3045921325683594,-7.645161598526795e-06,1,12
0.3045940399169922,3.726008820453819e-06,-1,12
0.3045930862426758,-1.959576389175266e-06,1,12
0.304593563079834,8.832162155802958e-07,-1,12
0.0,-0.7241214433911989,1,16
0.5,2.2472561839606806,-1,16
0.25,0.7615673702847408,-1,16
0.125,0.018722963446770907,-1,16
0.0625,-0.3526992399722142,1,16
0.09375,-0.16698813826272157,1,16
0.109375,-0.07413258740797557,1,16
0.1171875,-0.027704811980602317,1,16
0.12109375,-0.004490924266915691,1,16
0.123046875,0.007116019589927747,-1,16
0.1220703125,0.0013125476615060139,-1,16
0.12158203125,-0.0015891883027048248,1,16
0.121826171875,-0.00013832032059946098,1,16
0.1219482421875,0.000587113670453332,-1,16
0.12188720703125,0.0002243966749267967,-1,16
0.121856689453125,4.303817716388991e-05,-1,16
0.1218414306640625,-4.764107171806309e-05,1,16
0.12184906005859375,-2.3014472771976102e-06,1,16
0.12185287475585938,2.036836494329064e-05,-1,16
0.12185096740722656,9.033458833185293e-06,-1,16
0.12185001373291016,3.3660057781048636e-06,-1,16
0.12184953689575195,5.322792504536267e-07,-1,16
0.0,-2.7331667144184895,1,20
0.5,0.23845685227812294,-1,20
0.25,-1.2473549310701835,1,20
0.375,-0.5044490393960303,1,20
0.4375,-0.1329960935589538,1,20
