p_noise,trace_witness,label,round
0.125,0.5986614680162986,-1,40
0.0625,-0.569587025416571,1,40
0.09375,0.05027217841577107,-1,40
0.078125,-0.2502664408200371,1,40
0.0859375,-0.09770754846819531,1,40
0.08984375,-0.023152470044142608,1,40
0.091796875,0.01370026586919277,-1,40
0.0908203125,-0.004690887904018962,1,40
0.09130859375,0.004513478605342444,-1,40
0.091064453125,-8.650550421776537e-05,1,40
0.0911865234375,0.0022140361193540917,-1,40
0.09112548828125,0.0010639027269489024,-1,40
0.091094970703125,0.0004887329696088918,-1,40
0.0910797119140625,0.00020112232268136576,-1,40
0.09107208251953125,5.7310556781368927e-05,-1,40
0.09106826782226562,-1.4596936823742246e-05,1,40
0.09107017517089844,2.1356944201425532e-05,-1,40
0.09106922149658203,3.3800372444894866e-06,-1,40
0.09106874465942383,-5.6084414006563055e-06,1,40
0.0,-0.04548133430972552,1,44
0.5,5.871050194133827,-1,44
0.25,3.5277949732936458,-1,44
0.125,2.1064936526789935,-1,44
0.0625,1.1693364983083048,-1,44
0.03125,0.604282341759007,-1,44
0.015625,0.29106430832571245,-1,44
0.0078125,0.12584966400503825,-1,44
0.00390625,0.04096698915372096,-1,44
0.001953125,-0.0020591497538939487,1,44
0.0029296875,0.019503134388224326,-1,44
0.00244140625,0.008734332277248187,-1,44
0.002197265625,0.003340680795497467,-1,44
0.0020751953125,0.0006415384727196192,-1,44
0.00201416015625,-0.0007086123315193753,1,44
0.002044677734375,-3.3488611020360964e-05,1,44
0.0020599365234375,0.0003040370093335895,-1,44
0.00205230712890625,0.00013527721891650434,-1,44
0.002048492431640625,5.0895058905401844e-05,-1,44
0.0020465850830078125,8.703412683976064e-06,-1,44
0.0020456314086914062,-1.2392551982537761e-05,1,44
0.0020461082458496094,-1.8445578528775847e-06,1,44
0.0,-2.632163055998272,1,48
0.5,3.284982907380726,-1,48
0.25,2.5305958505936283,-1,48
0.125,0.9135914061704958,-1,48
0.0625,-0.5449939306406539,1,48
0.09375,0.2525107642957751,-1,48
0.078125,-0.1279757654821866,1,48
0.0859375,0.06667741475881608,-1,48
0.08203125,-0.02952744419911181,1,48
0.083984375,0.01885299204040025,-1,48
0.0830078125,-0.005267422359854251,1,48
0.08349609375,0.006810197940149615,-1,48
0.083251953125,0.0007757457890897601,-1,48
0.0831298828125,-0.0022447481947323045,1,48
0.08319091796875,-0.0007342287540420822,1,48
0.083221435546875,2.0826620485470126e-05,-1,48
0.0832061767578125,-0.0003566840398836202,1,48
0.08321380615234375,-0.00016792445311930582,1,48
0.08321762084960938,-7.354785219040871e-05,1,48
0.08321952819824219,-2.6360349823201235e-05,1,48
0.0832204818725586,-2.766798161801809e-06,1,48
0.0832209587097168,9.029927788339887e-06,-1,48
0.0,-2.3281395579249393,1,52
0.5,3.605270428002028,-1,52
0.25,2.7852963072282506,-1,52
0.125,1.2172173726450053,-1,52
0.0625,-0.22311697675429348,1,52
0.09375,0.5678743781024393,-1,52
0.078125,0.1915078086538357,-1,52
0.0703125,-0.010835143419514179,1,52
0.07421875,0.0915548728377915,-1,52
0.072265625,0.040667450457544406,-1,52
0.0712890625,0.014993421128055684,-1,52
0.07080078125,0.0020985022994795405,-1,52
0.070556640625,-0.004363473871677764,1,52
0.0706787109375,-0.0011312748428033703,1,52
0.07073974609375,0.0004839163730989138,-1,52
0.070709228515625,-0.0003236035622807415,1,52
0.0707244873046875,8.017532212914458e-05,-1,52
0.07071685791015625,-0.00012170939071803888,1,52
0.07072067260742188,-2.0765851976939365e-05,1,52
0.07072257995605469,2.9705030652776854e-05,-1,52
0.07072162628173828,4.469663232392618e-06,-1,52
0.07072114944458008,-8.14807589849531e-06,1,52
0.0,-1.4223265155665212,1,56
0.5,4.5116760888295335,-1,56
0.25,1.9699346965618234,-1,56
0.125,0.46415425160863494,-1,56
0.0625,-0.4161695539215349,1,56
0.09375,0.03753397764522567,-1,56
0.078125,-0.18567738387477217,1,56
0.0859375,-0.0731945830575951,1,56
0.08984375,-0.017615046853682537,1,56
0.091796875,0.010012782406419687,-1,56
0.0908203125,-0.0037877411211222622,1,56
0.09130859375,0.0031158606702634747,-1,56
0.091064453125,-0.00033510425107480257,1,56
0.0911865234375,0.001390587082185965,-1,56
0.09112548828125,0.0005277936488241944,-1,56
0.091094970703125,9.63577590821843e-05,-1,56
0.0910797119140625,-0.00011936998070810612,1,56
0.09108734130859375,-1.1505294520063047e-05,1,56
0.09109115600585938,4.242643635078702e-05,-1,56
0.09108924865722656,1.546062193292369e-05,-1,56
0.09108829498291016,1.9776764608667174e-06,-1,56
0.09108781814575195,-4.763805841190294e-06,1,56
0.0,-1.014099832426584,1,60
0.5,4.903136606174603,-1,60
0.25,2.1035440411654847,-1,60
0.125,0.6098504319616899,-1,60
0.0625,-0.1818127373268197,1,60
0.09375,0.2185448183816694,-1,60
0.078125,0.019563254510449796,-1,60
0.0703125,-0.08081694508231098,1,60
0.07421875,-0.03055097050862768,1,60
0.076171875,-0.005475022472289037,1,60
0.0771484375,0.007048808324390782,-1,60
0.07666015625,0.0007880680713316379,-1,60
0.076416015625,-0.0023431831552688243,1,60
0.0765380859375,-0.0007774840630393465,1,60
0.07659912109375,5.310369832700612e-06,-1,60
0.076568603515625,-0.00038608225467623436,1,60
0.0765838623046875,-0.00019038479450306234,1,60
0.07659149169921875,-9.253692536342895e-05,1,60
0.07659530639648438,-4.361320602377927e-05,1,60
0.07659721374511719,-1.9151400160205556e-05,1,60
0.0765981674194336,-6.9205106796310645e-06,1,60
0.0765986442565918,-8.050693021954825e-07,1,60
0.0,-2.27829614271743,1,64
0.5,3.651071796679266,-1,64
0.25,2.6829804663059544,-1,64
0.125,1.0765659289567413,-1,64
0.0625,-0.31581510051463646,1,64
0.09375,0.4422231169722925,-1,64
0.078125,0.07976782514802175,-1,64
0.0703125,-0.11373860360766738,1,64
0.07421875,-0.015932430827168692,1,64
0.076171875,0.03217867484380493,-1,64
0.0751953125,0.008188648032872614,-1,64
0.07470703125,-0.003855474591355601,1,64
0.074951171875,0.002170686505314934,-1,64
0.0748291015625,-0.0008413685450470165,1,64
0.07489013671875,0.0006649152856307017,-1,64
0.074859619140625,-8.816254471052942e-05,1,64
0.0748748779296875,0.0002883923906316088,-1,64
0.07486724853515625,0.00010011892813838186,-1,64
0.07486343383789062,5.979193025362761e-06,-1,64
0.07486152648925781,-4.109142551236844e-05,1,64
0.07486248016357422,-1.7556053661660354e-05,1,64
0.07486295700073242,-5.788414672691644e-06,1,64
0.0,-2.0417005285941863,1,68
0.5,3.886238654975883,-1,68
0.25,3.574726339975843,-1,68
0.125,1.9729022428553709,-1,68
0.0625,0.36818848403810345,-1,68
0.03125,-0.7207975046002766,1,68
0.046875,-0.14936082360600714,1,68
0.0546875,0.11590592172492006,-1,68
0.05078125,-0.015074469391566106,1,68
0.052734375,0.050825194523662506,-1,68
0.0517578125,0.01797819976212618,-1,68
0.05126953125,0.0014776334242274612,-1,68
0.051025390625,-0.00679196854538662,1,68
0.0511474609375,-0.0026555561238214495,1,68
0.05120849609375,-0.0005885586059154249,1,68
0.051239013671875,0.00044463808071579236,-1,68
0.0512237548828125,-7.193509290891187e-05,1,68
0.05123138427734375,0.00018635778610079368,-1,68
0.051227569580078125,5.721291967347025e-05,-1,68
0.05122566223144531,-7.360693344608815e-06,1,68
0.05122661590576172,2.4926211481875182e-05,-1,68
0.051226139068603516,8.782783648360326e-06,-1,68
0.0,-0.20181036659235893,1,72
0.5,5.724208321875587,-1,72
0.25,4.200451065394166,-1,72
0.125,2.8539157477021715,-1,72
0.0625,1.650748691143436,-1,72
0.03125,0.8235215038092083,-1,72
0.015625,0.3381321148809926,-1,72
0.0078125,0.07531251095416942,-1,72
0.00390625,-0.061418283082411214,1,72
0.005859375,0.0073993802674128945,-1,72
0.0048828125,-0.026895713789365443,1,72
0.00537109375,-0.009719816442982096,1,72
0.005615234375,-0.0011531410009632,1,72
0.0057373046875,0.003124887594478293,-1,72
0.00567626953125,0.0009863154508269762,-1,72
0.005645751953125,-8.330221607683388e-05,1,72
0.0056610107421875,0.0004515342545635733,-1,72
0.00565338134765625,0.00018412292886039842,-1,72
0.005649566650390625,5.0412083835752255e-05,-1,72
0.0056476593017578125,-1.6444634254252424e-05,1,72
0.005648612976074219,1.6983832756473083e-05,-1,72
0.005648136138916016,2.696262427388796e-07,-1,72
0.0,-1.9527754601128582,1,76
0.5,3.9737260325184747,-1,76
0.25,2.7982065015789988,-1,76
0.125,1.2777056899649568,-1,76
0.0625,-0.04393783405096602,1,76
0.09375,0.6786796206085286,-1,76
0.078125,0.3341600115799235,-1,76
0.0703125,0.14948522283407414,-1,76
0.06640625,0.05388993435583658,-1,76
0.064453125,0.005257986442301216,-1,76
0.0634765625,-0.019269077803841198,1,76
0.06396484375,-0.006987879528688526,1,76
0.064208984375,-0.000860535664303233,1,76
0.0643310546875,0.0021998274019159048,-1,76
0.06427001953125,0.0006699214603597958,-1,76
0.064239501953125,-9.523819304099734e-05,1,76
0.0642547607421875,0.0002873588595119353,-1,76
0.06424713134765625,9.606463987144043e-05,-1,76
0.06424331665039062,4.1430009592446915e-07,-1,76
0.06424140930175781,-4.741167729918616e-05,1,76
0.06424236297607422,-2.3498621308876144e-05,1,76
0.06424283981323242,-1.1542143783432879e-05,1,76
0.0,-2.6792573568597833,1,80
0.5,3.1802792591221065,-1,80
0.25,2.4819301641721525,-1,80
0.125,1.0063525450849335,-1,80
0.0625,-0.44989165067505316,1,80
0.09375,0.3587247711932777,-1,80
0.078125,-0.023601834422762813,1,80
0.0859375,0.1728150056095691,-1,80
0.08203125,0.07594958965907447,-1,80
0.080078125,0.02651338431454653,-1,80
0.0791015625,0.0015411244290329806,-1,80
0.07861328125,-0.011008958314902006,1,80
0.078857421875,-0.004728575195732526,1,80
0.0789794921875,-0.0015923908736378278,1,80
0.07904052734375,-2.5299710709719703e-05,1,80
0.079071044921875,0.0007579957225840317,-1,80
0.0790557861328125,0.00036636884860236085,-1,80
0.07904815673828125,0.0001705397798384134,-1,80
0.07904434204101562,7.262133731608666e-05,-1,80
0.07904243469238281,2.366113899460176e-05,-1,80
0.0790414810180664,-8.192044342325566e-07,1,80
0.07904195785522461,1.142098763598498e-05,-1,80
0.0,-1.856701882726977,1,84
0.5,4.038016196604773,-1,84
0.25,3.16947893634037,-1,84
0.125,1.6815342783451923,-1,84
0.0625,0.27025573407083303,-1,84
0.03125,-0.6879512418371649,1,84
0.046875,-0.1846593961101044,1,84
0.0546875,0.048592876803642125,-1,84
0.05078125,-0.0665536382962516,1,84
0.052734375,-0.008614380804119443,1,84
0.0537109375,0.02008026309139592,-1,84
0.05322265625,0.005755755382239894,-1,84
0.052978515625,-0.0014236015803114344,1,84
0.0531005859375,0.0021675037366788857,-1,84
0.05303955078125,0.0003723079054446382,-1,84
0.053009033203125,-0.0005255576158235131,1,84
0.0530242919921875,-7.660255163652319e-05,1,84
0.05303192138671875,0.00014785825256109775,-1,84
0.053028106689453125,3.562924440532467e-05,-1,84
0.05302619934082031,-2.048630512613281e-05,1,84
0.05302715301513672,7.571556761759579e-06,-1,84
0.053026676177978516,-6.457352401928462e-06,1,84
0.0,-0.1789906113738875,1,88
0.5,5.7236008532199,-1,88
0.25,4.491811183304261,-1,88
0.125,3.177202577707948,-1,88
0.0625,1.8869150153633063,-1,88
0.03125,0.9722639820397765,-1,88
0.015625,0.429213564369106,-1,88
0.0078125,0.13365274767603214,-1,88
0.00390625,-0.02048258200149783,1,88
0.005859375,0.0571252281143117,-1,88
0.0048828125,0.018457160682936513,-1,88
0.00439453125,-0.0009786507428447833,1,88
0.004638671875,0.008747757369945597,-1,88
0.0045166015625,0.0038866804849579106,-1,88
0.00445556640625,0.0014545468604222483,-1,88
0.004425048828125,0.00023808108069976047,-1,88
0.0044097900390625,-0.00037025157252335017,1,88
0.00441741943359375,-6.60769316581239e-05,1,88
0.004421234130859375,8.600415303627179e-05,-1,88
0.0044193267822265625,9.96413032365584e-06,-1,88
0.004418373107910156,-2.8056270757893798e-05,1,88
0.004418849945068359,-9.046037739775248e-06,1,88
0.0,-2.108141246439138,1,92
0.5,3.9323433734724618,-1,92
0.25,3.6454740670004897,-1,92
0.125,2.02430819039791,-1,92
0.0625,0.37956668688491646,-1,92
0.03125,-0.7425419992014146,1,92
0.046875,-0.15324192547210874,1,92
0.0546875,0.11996296633005205,-1,92
0.05078125,-0.014907293833616546,1,92
0.052734375,0.05295684269431398,-1,92
0.0517578125,0.01913252883786877,-1,92
0.05126953125,0.0021396191458496125,-1,92
0.051025390625,-0.006377079040680432,1,92
0.0511474609375,-0.0021170413586865805,1,92
0.05120849609375,1.1710917426729917e-05,-1,92
0.051177978515625,-0.0010525596992536496,1,92
0.0511932373046875,-0.0005203980124962176,1,92
0.05120086669921875,-0.00025433695317122335,1,92
0.051204681396484375,-0.00012131136931126107,1,92
0.05120658874511719,-5.4799813805989084e-05,1,92
0.051207542419433594,-2.1544345156054856e-05,1,92
0.0512080192565918,-4.916688106149092e-06,1,92
0.0,-2.4767972976746853,1,96
0.5,3.564475634895666,-1,96
0.25,2.5954117508449572,-1,96
0.125,0.9525430388444578,-1,96
0.0625,-0.4719165783374771,1,96
0.09375,0.3034142377583179,-1,96
0.078125,-0.06736846437250121,1,96
0.0859375,0.1221006921077171,-1,96
0.08203125,0.02840314084520379,-1,96
0.080078125,-0.019221183488783378,1,96
0.0810546875,0.004656069451712819,-1,96
0.08056640625,-0.0072662495449291875,1,96
0.080810546875,-0.0013010175300528504,1,96
0.0809326171875,0.0016785435463657628,-1,96
0.08087158203125,0.00018901747247362932,-1,96
0.080841064453125,-0.0005559364042173054,1,96
0.0808563232421875,-0.0001834435607901974,1,96
0.08086395263671875,2.790931979496092e-06,-1,96
0.08086013793945312,-9.032532035446739e-05,1,96
0.08086204528808594,-4.3766945676926294e-05,1,96
0.08086299896240234,-2.0487944721259144e-05,1,96
0.08086347579956055,-8.84849083887529e-06,1,96
0.0,-1.071813772736919,1,100
0.5,4.988814953461148,-1,100
0.25,2.3686920133072764,-1,100
0.125,0.8603199110689737,-1,100
0.0625,-0.030038396385311084,1,100
0.09375,0.43071531461712037,-1,100
0.078125,0.20461649342263952,-1,100
0.0703125,0.08840954104618814,-1,100
0.06640625,0.029472257058138412,-1,100
0.064453125,-0.00021056633234622923,1,100
0.0654296875,0.014648866640429081,-1,100
0.06494140625,0.0072236685092130215,-1,100
0.064697265625,0.003507682309638771,-1,100
0.0645751953125,0.0016488409981834928,-1,100
0.06451416015625,0.0007192081108442494,-1,100
0.064483642578125,0.0002543385869236692,-1,100
0.0644683837890625,2.189055210688462e-05,-1,100
0.06446075439453125,-9.433678386516764e-05,1,100
0.06446456909179688,-3.622283932230852e-05,1,100
0.06446647644042969,-7.166074469044936e-06,1,100
0.0644674301147461,7.362256103649045e-06,-1,100
0.06446695327758789,9.809513848435536e-08,-1,100
0.0,-1.4546995638511262,1,104
0.5,4.591530698193813,-1,104
0.25,2.3550029259447145,-1,104
0.125,0.8532895561033801,-1,104
0.0625,-0.15720796576485702,1,104
0.09375,0.37762529159515557,-1,104
0.078125,0.11832640185628954,-1,104
0.0703125,-0.017315678060795897,1,104
0.07421875,0.051024429163506024,-1,104
0.072265625,0.016985652669015208,-1,104
0.0712890625,-0.00013200325310678412,1,104
0.07177734375,0.008435053236630685,-1,104
0.071533203125,0.004153585099078594,-1,104
0.0714111328125,0.0020113063220456723,-1,104
0.07135009765625,0.0009397804307841387,-1,104
0.071319580078125,0.00040392081873753816,-1,104
0.0713043212890625,0.0001359668410175971,-1,104
0.07129669189453125,1.983808597075254e-06,-1,104
0.07129287719726562,-6.50092185826151e-05,1,104
0.07129478454589844,-3.1512579076395375e-05,1,104
0.07129573822021484,-1.4764353760812754e-05,1,104
0.07129621505737305,-6.3902647125385625e-06,1,104
0.0,-2.2886520334796083,1,108
0.5,3.7582296062354343,-1,108
0.25,3.0026546666390135,-1,108
0.125,1.4198838998411119,-1,108
0.0625,-0.07348126964133353,1,108
0.09375,0.7496621596308137,-1,108
0.078125,0.35879938263535466,-1,108
0.0703125,0.14804624408498257,-1,108
0.06640625,0.038656218344294974,-1,108
0.064453125,-0.017065682366295548,1,108
0.0654296875,0.010881550533434037,-1,108
0.06494140625,-0.0030704418688244778,1,108
0.065185546875,0.003910953660090095,-1,108
0.0650634765625,0.0004216065626137522,-1,108
0.06500244140625,-0.001324079881939097,1,108
0.065032958984375,-0.0004511522299253598,1,108
0.0650482177734375,-1.4751727853548613e-05,1,108
0.06505584716796875,0.0002034326936264444,-1,108
0.06505203247070312,9.4341801973645e-05,-1,108
0.06505012512207031,3.979536683535595e-05,-1,108
0.0650491714477539,1.2521901935250157e-05,-1,108
0.0650486946105957,-1.1148923480669426e-06,1,108
0.0,-2.521666996188653,1,112
0.5,3.52597358668623,-1,112
0.25,2.517992692841,-1,112
0.125,0.8419760346040042,-1,112
0.0625,-0.5726802964596528,1,112
0.09375,0.19364035427319748,-1,112
0.078125,-0.17384948281410695,1,112
0.0859375,0.013694613342954548,-1,112
0.08203125,-0.07911303567698527,1,112
0.083984375,-0.032469949412032184,1,112
0.0849609375,-0.009328081254968285,1,112
0.08544921875,0.0021981342245012137,-1,112
0.085205078125,-0.003561252908840351,1,112
0.0853271484375,-0.0006806296359189168,1,112
0.08538818359375,0.0007589846652016619,-1,112
0.085357666015625,3.9235614324950596e-05,-1,112
0.0853424072265625,-0.00032068248500638497,1,112
0.08535003662109375,-0.0001407198040019042,1,112
0.08535385131835938,-5.074118701720032e-05,1,112
0.08535575866699219,-5.752559392835366e-06,1,112
0.0853567123413086,1.6741584204088555e-05,-1,112
0.08535623550415039,5.494526590210658e-06,-1,112
0.0,-0.04257650623832312,1,116
0.5,6.006923154043581,-1,116
0.25,3.331513764829017,-1,116
0.125,1.8520734320260535,-1,116
0.0625,0.9836524591050726,-1,116
0.03125,0.4946118129994921,-1,116
0.015625,0.23264738585093014,-1,116
0.0078125,0.0967737383529433,-1,116
0.00390625,0.027543584237800935,-1,116
0.001953125,-0.007403901712810662,1,116
0.0029296875,0.010097815619151896,-1,116
0.00244140625,0.00135397117475643,-1,116
0.002197265625,-0.0030232091301431114,1,116
0.0023193359375,-0.0008341802661064506,1,116
0.00238037109375,0.0002600050918473342,-1,116
0.002349853515625,-0.0002870601727029158,1,116
0.0023651123046875,-1.352068745196595e-05,1,116
0.00237274169921875,0.00012324391536275032,-1,116
0.002368927001953125,5.4862042256581187e-05,-1,116
0.0023670196533203125,2.0670784478782258e-05,-1,116
0.0023660659790039062,3.5750752827084717e-06,-1,116
0.002365589141845703,-4.972799392265279e-06,1,116
0.0,-2.0139159345420934,1,120
0.5,4.1007786319058575,-1,120
0.25,2.3185187835746808,-1,120
0.125,0.6325012448185312,-1,120
0.0625,-0.5501598270548678,1,120
0.09375,0.07372744544335494,-1,120
0.078125,-0.22975570845399237,1,120
0.0859375,-0.07593924636166607,1,120
0.08984375,-0.0005922020920471754,1,120
0.091796875,0.03669541880385814,-1,120
0.0908203125,0.01808363605309936,-1,120
0.09033203125,0.008753733708271802,-1,120
0.090087890625,0.004082771215577097,-1,120
0.0899658203125,0.0017457860668278896,-1,120
