round,time,size,score,b_value,separable_success,separable_success_rate
5,0.36232638835162095,43,0.887747103477506,-1.1667649514129044,30/30,1.0
10,0.7246527767032419,48,0.6456735385570656,-1.1026784612880038,30/30,1.0
15,1.0869791650548628,43,0.2249707472304323,-1.0858410261086617,30/30,1.0
20,1.4493055534064838,42,0.003051574021069259,-1.1159991638269957,30/30,1.0
