p_noise,trace_witness,label,round,hamiltonian
0.0,-0.5986280126978127,1,4,H5
0.5,6.113065211689268,-1,4,H5
0.25,3.177688839616576,-1,4,H5
0.125,1.4482115278229026,-1,4,H5
0.0625,0.471314476432308,-1,4,H5
0.03125,-0.051156777456489264,1,4,H5
0.046875,0.21309455688014184,-1,4,H5
0.0390625,0.08173643718826652,-1,4,H5
0.03515625,0.015483422817065232,-1,4,H5
0.033203125,-0.01778806559988224,1,4,H5
0.0341796875,-0.00114019515666091,1,4,H5
0.03466796875,0.007174642052860558,-1,4,H5
0.034423828125,0.003017980920728816,-1,4,H5
0.0343017578125,0.0009390823023152639,-1,4,H5
0.03424072265625,-0.00010050906558641687,1,4,H5
0.034271240234375,0.00041929845794654724,-1,4,H5
0.0342559814453125,0.0001593976561773472,-1,4,H5
0.03424835205078125,2.944503530737108e-05,-1,4,H5
0.034244537353515625,-3.553183013521588e-05,1,4,H5
0.03424644470214844,-3.043351162725083e-06,1,4,H5
0.034247398376464844,1.3200853634903753e-05,-1,4,H5
0.03424692153930664,5.078754126995599e-06,-1,4,H5
0.0,-0.5979004137708099,1,8,H5
0.5,5.381540251360795,-1,8,H5
0.25,3.6216637602704536,-1,8,H5
0.125,2.03531674725882,-1,8,H5
0.0625,0.8865292652976481,-1,8,H5
0.03125,0.19172261066169533,-1,8,H5
0.015625,-0.19049613625453327,1,8,H5
0.0234375,0.003666057807309095,-1,8,H5
0.01953125,-0.09264009036807254,1,8,H5
0.021484375,-0.044294758011090486,1,8,H5
0.0224609375,-0.0202664694374562,1,8,H5
0.02294921875,-0.00828825857672668,1,8,H5
0.023193359375,-0.002308116437342418,1,8,H5
0.0233154296875,0.0006797163142811743,-1,8,H5
0.02325439453125,-0.0008140136095237255,1,8,H5
0.023284912109375,-6.710204020559524e-05,1,8,H5
0.0233001708984375,0.00030631878819376013,-1,8,H5
0.02329254150390625,0.00011961128687012351,-1,8,H5
0.023288726806640625,2.6255351562184948e-05,-1,8,H5
0.023286819458007812,-2.0423162262313277e-05,1,8,H5
0.02328777313232422,2.9161401642885387e-06,-1,8,H5
0.023287296295166016,-8.753499670728637e-06,1,8,H5
0.0,-1.0141972577493623,1,12,H5
0.5,4.171079082540816,-1,12,H5
0.25,2.7757914624224993,-1,12,H5
0.125,1.4856833898625912,-1,12,H5
0.0625,0.45580283995038956,-1,12,H5
0.03125,-0.2124871525167111,1,12,H5
0.046875,0.13670511428405394,-1,12,H5
0.0390625,-0.033936858645886026,1,12,H5
0.04296875,0.05234794029473099,-1,12,H5
0.041015625,0.009449541183183238,-1,12,H5
0.0400390625,-0.012182273944827342,1,12,H5
0.04052734375,-0.0013510684416402977,1,12,H5
0.040771484375,0.004053054838323633,-1,12,H5
0.0406494140625,0.001351948566719087,-1,12,H5
0.04058837890625,6.789986280800187e-07,-1,12,H5
0.040557861328125,-0.0006751349757312189,1,12,H5
0.0405731201171875,-0.00033721305357688885,1,12,H5
0.04058074951171875,-0.0001682632939142975,1,12,H5
0.040584564208984375,-8.379121427633252e-05,1,12,H5
0.04058647155761719,-4.155587448499698e-05,1,12,H5
0.040587425231933594,-2.043837959398581e-05,1,12,H5
0.0405879020690918,-9.879675899243656e-06,1,12,H5
0.0,-0.7667742582517476,1,16,H5
0.5,3.2642735294902243,-1,16,H5
0.25,2.213104737568186,-1,16,H5
0.125,1.222275776990978,-1,16,H5
0.0625,0.41400122004291884,-1,16,H5
0.03125,-0.11902666517425932,1,16,H5
0.046875,0.160304282889341,-1,16,H5
0.0390625,0.02402155332410577,-1,16,H5
0.03515625,-0.04663355862800081,1,16,H5
0.037109375,-0.011091713095720435,1,16,H5
0.0380859375,0.00651812658432005,-1,16,H5
0.03759765625,-0.0022734460779527677,1,16,H5
0.037841796875,0.002125671341398516,-1,16,H5
0.0377197265625,-7.305388364636789e-05,1,16,H5
0.03778076171875,0.0010265170109178823,-1,16,H5
0.037750244140625,0.0004767836452827662,-1,16,H5
0.0377349853515625,0.00020187790262253535,-1,16,H5
0.03772735595703125,6.441526511294371e-05,-1,16,H5
0.037723541259765625,-4.3184953386066205e-06,1,16,H5
0.03772544860839844,3.004858836663793e-05,-1,16,H5
0.03772449493408203,1.2865097384059943e-05,-1,16,H5
0.03772401809692383,4.273313740213447e-06,-1,16,H5
