p_noise,trace_witness,label,round,hamiltonian
0.0,-0.5986280126978127,1,4,H5
0.5,2.7572185994957277,-1,4,H5
0.25,1.0792952933989572,-1,4,H5
0.125,0.2403336403505722,-1,4,H5
0.0625,-0.17914718617362027,1,4,H5
0.09375,0.030593227088476033,-1,4,H5
0.078125,-0.07427697954257234,1,4,H5
0.0859375,-0.021841876227048113,1,4,H5
0.08984375,0.0043756754307139045,-1,4,H5
0.087890625,-0.00873310039816702,1,4,H5
0.0888671875,-0.0021787124837265304,1,4,H5
0.08935546875,0.001098481473493812,-1,4,H5
0.089111328125,-0.0005401155051163453,1,4,H5
0.0892333984375,0.0002791829841888305,-1,4,H5
0.08917236328125,-0.00013046626046397947,1,4,H5
0.089202880859375,7.435836186245326e-05,-1,4,H5
0.0891876220703125,-2.8053949300749226e-05,1,4,H5
0.08919525146484375,2.315220628076875e-05,-1,4,H5
0.08919143676757812,-2.4508715099347267e-06,1,4,H5
0.08919334411621094,1.0350667385417012e-05,-1,4,H5
0.08919239044189453,3.949897937782776e-06,-1,4,H5
0.08919191360473633,7.495132137991245e-07,-1,4,H5
0.0,-0.5979004137708099,1,8,H5
0.5,2.391819918794993,-1,8,H5
0.25,0.8969597525120911,-1,8,H5
0.125,0.14952966937064058,-1,8,H5
0.0625,-0.22418537220008486,1,8,H5
0.09375,-0.03732785141472207,1,8,H5
0.109375,0.056100908977959274,-1,8,H5
0.1015625,0.009386528781618747,-1,8,H5
0.09765625,-0.013970661316551614,1,8,H5
0.099609375,-0.0022920662674666137,1,8,H5
0.1005859375,0.0035472312570758724,-1,8,H5
0.10009765625,0.000627582494804782,-1,8,H5
0.099853515625,-0.0008322418863307979,1,8,H5
0.0999755859375,-0.00010232969576315365,1,8,H5
0.10003662109375,0.0002626263995207101,-1,8,H5
0.100006103515625,8.014835187887537e-05,-1,8,H5
0.0999908447265625,-1.1090671941924035e-05,1,8,H5
0.09999847412109375,3.4528839968350766e-05,-1,8,H5
0.09999465942382812,1.1719084012914993e-05,-1,8,H5
0.09999275207519531,3.142060357036458e-07,-1,8,H5
0.0999917984008789,-5.388232953151828e-06,1,8,H5
0.09999227523803711,-2.537013458744908e-06,1,8,H5
0.0,-1.0141972577493623,1,12,H5
0.5,1.5784409123957261,-1,12,H5
0.25,0.2821218273231818,-1,12,H5
0.125,-0.3660377152130901,1,12,H5
0.1875,-0.041957943944954085,1,12,H5
0.21875,0.12008194168911393,-1,12,H5
0.203125,0.03906199887207985,-1,12,H5
0.1953125,-0.001447972536437192,1,12,H5
0.19921875,0.01880701316782138,-1,12,H5
0.197265625,0.008679520315692142,-1,12,H5
0.1962890625,0.003615773889627409,-1,12,H5
0.19580078125,0.001083900676595223,-1,12,H5
0.195556640625,-0.00018203592992097062,1,12,H5
0.1956787109375,0.0004509323733370152,-1,12,H5
0.19561767578125,0.0001344482217080778,-1,12,H5
0.195587158203125,-2.3793854106418655e-05,1,12,H5
0.1956024169921875,5.532718380071855e-05,-1,12,H5
0.19559478759765625,1.5766664847219336e-05,-1,12,H5
0.19559097290039062,-4.013594629738437e-06,1,12,H5
0.19559288024902344,5.87653510879943e-06,-1,12,H5
0.19559192657470703,9.314702395096797e-07,-1,12,H5
0.19559144973754883,-1.5410621951802983e-06,1,12,H5
0.0,-0.7667742582517476,1,16,H5
0.5,1.2487496356192382,-1,16,H5
0.25,0.24098768868374543,-1,16,H5
0.125,-0.2628932847840013,1,16,H5
0.1875,-0.01095279805012779,1,16,H5
0.21875,0.11501744531680869,-1,16,H5
0.203125,0.05203232363334023,-1,16,H5
0.1953125,0.02053976279160616,-1,16,H5
0.19140625,0.004793482370739094,-1,16,H5
0.189453125,-0.0030796578396944663,1,16,H5
0.1904296875,0.0008569122655223693,-1,16,H5
0.18994140625,-0.001111372787085979,1,16,H5
0.190185546875,-0.00012723026078177713,1,16,H5
0.1903076171875,0.00036484100237035855,-1,16,H5
0.19024658203125,0.00011880537079429765,-1,16,H5
0.190216064453125,-4.212444993823006e-06,1,16,H5
0.1902313232421875,5.729646290011936e-05,-1,16,H5
0.19022369384765625,2.6542008953245322e-05,-1,16,H5
0.19021987915039062,1.1164781979669525e-05,-1,16,H5
0.1902179718017578,3.4761684930689762e-06,-1,16,H5
0.1902170181274414,-3.6813825050885374e-07,1,16,H5
0.1902174949645996,1.55401512122455e-06,-1,16,H5
